Training for 5000 steps ...
WARNING:tensorflow:From C:\Users\LennartvanHam\Anaconda3\envs\CartPole\lib\site-packages\keras-2.3.1-py3.7.egg\keras\backend\tensorflow_backend.py:422: The name tf.global_variables is deprecated. Please use tf.compat.v1.global_variables instead.

    9/5000: episode: 1, duration: 0.101s, episode steps: 9, steps per second: 89, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.000 [1.000, 1.000], mean observation: -0.162 [-2.882, 1.749], loss: --, mae: --, mean_q: --
 2182/5000: episode: 201, duration: 0.101s, episode steps: 9, steps per second: 89, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.129 [-0.951, 1.584], loss: 2.050274, mae: 5.166363, mean_q: 9.439543
 2193/5000: episode: 202, duration: 0.078s, episode steps: 11, steps per second: 141, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.364 [0.000, 1.000], mean observation: 0.113 [-1.027, 1.529], loss: 2.198429, mae: 5.227308, mean_q: 9.506756
 2203/5000: episode: 203, duration: 0.097s, episode steps: 10, steps per second: 103, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.132 [-1.180, 1.838], loss: 3.221857, mae: 5.255763, mean_q: 9.415183
 2212/5000: episode: 204, duration: 0.074s, episode steps: 9, steps per second: 122, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.155 [-1.517, 2.423], loss: 2.317278, mae: 5.339962, mean_q: 9.689870
 2221/5000: episode: 205, duration: 0.164s, episode steps: 9, steps per second: 55, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.159 [-1.590, 2.549], loss: 2.589738, mae: 5.360859, mean_q: 9.735463
 2230/5000: episode: 206, duration: 0.099s, episode steps: 9, steps per second: 91, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.173 [-1.714, 2.822], loss: 2.231809, mae: 5.277069, mean_q: 9.728914
 2239/5000: episode: 207, duration: 0.109s, episode steps: 9, steps per second: 82, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.153 [-1.782, 2.818], loss: 2.213346, mae: 5.264791, mean_q: 9.743282
 2249/5000: episode: 208, duration: 0.097s, episode steps: 10, steps per second: 103, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.145 [-1.764, 2.719], loss: 2.240922, mae: 5.265371, mean_q: 9.737154
 2259/5000: episode: 209, duration: 0.091s, episode steps: 10, steps per second: 110, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.149 [-1.521, 2.471], loss: 1.900578, mae: 5.271474, mean_q: 9.886621
 2270/5000: episode: 210, duration: 0.125s, episode steps: 11, steps per second: 88, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.182 [0.000, 1.000], mean observation: 0.112 [-1.423, 2.319], loss: 1.915384, mae: 5.373428, mean_q: 10.030233
 2281/5000: episode: 211, duration: 0.103s, episode steps: 11, steps per second: 107, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.091 [0.000, 1.000], mean observation: 0.116 [-1.797, 2.774], loss: 2.254610, mae: 5.417727, mean_q: 10.138198
 2290/5000: episode: 212, duration: 0.089s, episode steps: 9, steps per second: 101, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.139 [-1.609, 2.537], loss: 2.453066, mae: 5.499150, mean_q: 10.286220
 2300/5000: episode: 213, duration: 0.119s, episode steps: 10, steps per second: 84, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.155 [-1.533, 2.509], loss: 2.252331, mae: 5.429456, mean_q: 10.146227
 2309/5000: episode: 214, duration: 0.074s, episode steps: 9, steps per second: 122, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.158 [-1.552, 2.498], loss: 1.587688, mae: 5.413756, mean_q: 10.196774
 2319/5000: episode: 215, duration: 0.106s, episode steps: 10, steps per second: 94, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.150 [-1.536, 2.515], loss: 2.144324, mae: 5.364153, mean_q: 9.995013
 2328/5000: episode: 216, duration: 0.112s, episode steps: 9, steps per second: 80, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.155 [-1.374, 2.304], loss: 2.073674, mae: 5.312142, mean_q: 9.895092
 2338/5000: episode: 217, duration: 0.073s, episode steps: 10, steps per second: 137, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.126 [-1.587, 2.520], loss: 1.802261, mae: 5.370513, mean_q: 10.057920
 2350/5000: episode: 218, duration: 0.109s, episode steps: 12, steps per second: 110, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.250 [0.000, 1.000], mean observation: 0.087 [-1.605, 2.321], loss: 2.728330, mae: 5.463800, mean_q: 10.073064
 2360/5000: episode: 219, duration: 0.079s, episode steps: 10, steps per second: 126, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.117 [-1.548, 2.416], loss: 2.346711, mae: 5.420657, mean_q: 10.028318
 2370/5000: episode: 220, duration: 0.075s, episode steps: 10, steps per second: 133, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.116 [-1.167, 1.816], loss: 2.347601, mae: 5.397048, mean_q: 9.930646
 2380/5000: episode: 221, duration: 0.094s, episode steps: 10, steps per second: 107, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.126 [-1.213, 1.842], loss: 2.700611, mae: 5.455325, mean_q: 10.002542
 2390/5000: episode: 222, duration: 0.097s, episode steps: 10, steps per second: 103, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.119 [-1.188, 1.871], loss: 2.522957, mae: 5.476307, mean_q: 10.092946
 2401/5000: episode: 223, duration: 0.113s, episode steps: 11, steps per second: 98, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.273 [0.000, 1.000], mean observation: 0.146 [-1.135, 1.941], loss: 1.690345, mae: 5.464000, mean_q: 10.239001
 2411/5000: episode: 224, duration: 0.074s, episode steps: 10, steps per second: 134, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.114 [-1.200, 1.971], loss: 3.625621, mae: 5.497756, mean_q: 9.926282
 2423/5000: episode: 225, duration: 0.119s, episode steps: 12, steps per second: 101, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.119 [-1.317, 2.048], loss: 2.792851, mae: 5.569824, mean_q: 10.140499
 2431/5000: episode: 226, duration: 0.124s, episode steps: 8, steps per second: 64, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.125 [0.000, 1.000], mean observation: 0.154 [-1.372, 2.223], loss: 3.208208, mae: 5.459778, mean_q: 9.952246
 2442/5000: episode: 227, duration: 0.106s, episode steps: 11, steps per second: 104, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.273 [0.000, 1.000], mean observation: 0.106 [-1.337, 2.024], loss: 3.145340, mae: 5.628570, mean_q: 10.204945
 2454/5000: episode: 228, duration: 0.115s, episode steps: 12, steps per second: 105, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.250 [0.000, 1.000], mean observation: 0.098 [-1.382, 2.100], loss: 2.268792, mae: 5.467161, mean_q: 10.023299
 2464/5000: episode: 229, duration: 0.075s, episode steps: 10, steps per second: 134, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.139 [-1.542, 2.386], loss: 1.582552, mae: 5.298843, mean_q: 9.923663
 2475/5000: episode: 230, duration: 0.103s, episode steps: 11, steps per second: 106, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.273 [0.000, 1.000], mean observation: 0.102 [-1.406, 2.088], loss: 2.363913, mae: 5.659118, mean_q: 10.549244
 2491/5000: episode: 231, duration: 0.130s, episode steps: 16, steps per second: 123, episode reward: 16.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.375 [0.000, 1.000], mean observation: 0.062 [-1.415, 2.024], loss: 1.647240, mae: 5.368277, mean_q: 10.099436
 2500/5000: episode: 232, duration: 0.147s, episode steps: 9, steps per second: 61, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.165 [-1.148, 1.974], loss: 1.521353, mae: 5.483139, mean_q: 10.341154
 2512/5000: episode: 233, duration: 0.152s, episode steps: 12, steps per second: 79, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.092 [-1.405, 1.971], loss: 1.880966, mae: 5.488865, mean_q: 10.319151
 2525/5000: episode: 234, duration: 0.118s, episode steps: 13, steps per second: 110, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.308 [0.000, 1.000], mean observation: 0.116 [-1.188, 2.016], loss: 2.383224, mae: 5.506589, mean_q: 10.209751
 2536/5000: episode: 235, duration: 0.103s, episode steps: 11, steps per second: 107, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.273 [0.000, 1.000], mean observation: 0.135 [-1.349, 2.065], loss: 2.915498, mae: 5.605232, mean_q: 10.169783
 2545/5000: episode: 236, duration: 0.061s, episode steps: 9, steps per second: 147, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.128 [-1.225, 1.918], loss: 2.056002, mae: 5.514679, mean_q: 10.095641
 2554/5000: episode: 237, duration: 0.093s, episode steps: 9, steps per second: 97, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.140 [-1.150, 1.922], loss: 2.207813, mae: 5.529660, mean_q: 10.134385
 2562/5000: episode: 238, duration: 0.086s, episode steps: 8, steps per second: 93, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.125 [0.000, 1.000], mean observation: 0.123 [-1.222, 1.986], loss: 2.218085, mae: 5.452917, mean_q: 10.027807
 2572/5000: episode: 239, duration: 0.135s, episode steps: 10, steps per second: 74, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.113 [-1.204, 1.778], loss: 2.064721, mae: 5.565082, mean_q: 10.281822
 2584/5000: episode: 240, duration: 0.086s, episode steps: 12, steps per second: 140, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.105 [-1.166, 1.719], loss: 1.871727, mae: 5.490720, mean_q: 10.285415
 2596/5000: episode: 241, duration: 0.087s, episode steps: 12, steps per second: 138, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.123 [-1.179, 1.805], loss: 2.036294, mae: 5.378965, mean_q: 10.003556
 2612/5000: episode: 242, duration: 0.166s, episode steps: 16, steps per second: 97, episode reward: 16.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.078 [-1.219, 1.752], loss: 2.477270, mae: 5.411990, mean_q: 9.921753
 2623/5000: episode: 243, duration: 0.134s, episode steps: 11, steps per second: 82, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.273 [0.000, 1.000], mean observation: 0.138 [-1.130, 1.778], loss: 2.456415, mae: 5.459965, mean_q: 10.027348
 2635/5000: episode: 244, duration: 0.141s, episode steps: 12, steps per second: 85, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.417 [0.000, 1.000], mean observation: 0.085 [-1.018, 1.581], loss: 2.032711, mae: 5.379189, mean_q: 9.964340
 2644/5000: episode: 245, duration: 0.121s, episode steps: 9, steps per second: 74, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.119 [-1.226, 1.880], loss: 2.096265, mae: 5.252505, mean_q: 9.603083
 2654/5000: episode: 246, duration: 0.119s, episode steps: 10, steps per second: 84, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.120 [-1.020, 1.593], loss: 1.849359, mae: 5.508210, mean_q: 10.238801
 2668/5000: episode: 247, duration: 0.147s, episode steps: 14, steps per second: 95, episode reward: 14.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.357 [0.000, 1.000], mean observation: 0.085 [-0.960, 1.623], loss: 2.484588, mae: 5.360476, mean_q: 9.857131
 2677/5000: episode: 248, duration: 0.091s, episode steps: 9, steps per second: 99, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.121 [-1.026, 1.710], loss: 2.288005, mae: 5.450181, mean_q: 9.988758
 2689/5000: episode: 249, duration: 0.173s, episode steps: 12, steps per second: 70, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.077 [-1.207, 1.703], loss: 1.477894, mae: 5.316569, mean_q: 9.911033
 2703/5000: episode: 250, duration: 0.157s, episode steps: 14, steps per second: 89, episode reward: 14.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.357 [0.000, 1.000], mean observation: 0.094 [-1.342, 1.978], loss: 2.218958, mae: 5.503138, mean_q: 10.224138
 2712/5000: episode: 251, duration: 0.089s, episode steps: 9, steps per second: 101, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.160 [-1.167, 1.983], loss: 2.425834, mae: 5.328516, mean_q: 9.847147
 2723/5000: episode: 252, duration: 0.092s, episode steps: 11, steps per second: 120, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.273 [0.000, 1.000], mean observation: 0.109 [-1.371, 2.041], loss: 1.895325, mae: 5.458683, mean_q: 10.130309
 2732/5000: episode: 253, duration: 0.074s, episode steps: 9, steps per second: 121, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.154 [-1.130, 1.938], loss: 1.165347, mae: 5.336066, mean_q: 10.159307
 2741/5000: episode: 254, duration: 0.068s, episode steps: 9, steps per second: 133, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.151 [-1.185, 1.986], loss: 1.343940, mae: 5.356678, mean_q: 10.140726
 2751/5000: episode: 255, duration: 0.072s, episode steps: 10, steps per second: 138, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.123 [-1.142, 1.871], loss: 1.707087, mae: 5.506842, mean_q: 10.368101
 2762/5000: episode: 256, duration: 0.085s, episode steps: 11, steps per second: 130, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.364 [0.000, 1.000], mean observation: 0.110 [-1.140, 1.775], loss: 2.223733, mae: 5.563603, mean_q: 10.313447
 2771/5000: episode: 257, duration: 0.085s, episode steps: 9, steps per second: 105, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.144 [-0.946, 1.664], loss: 1.548369, mae: 5.343223, mean_q: 9.965520
 2782/5000: episode: 258, duration: 0.110s, episode steps: 11, steps per second: 100, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.455 [0.000, 1.000], mean observation: 0.116 [-0.961, 1.567], loss: 1.710220, mae: 5.307516, mean_q: 9.937575
 2795/5000: episode: 259, duration: 0.094s, episode steps: 13, steps per second: 138, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.462 [0.000, 1.000], mean observation: 0.095 [-0.988, 1.545], loss: 1.699836, mae: 5.370128, mean_q: 10.040150
 2813/5000: episode: 260, duration: 0.115s, episode steps: 18, steps per second: 157, episode reward: 18.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.086 [-0.992, 1.464], loss: 2.254529, mae: 5.352685, mean_q: 9.835051
 2823/5000: episode: 261, duration: 0.119s, episode steps: 10, steps per second: 84, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.400 [0.000, 1.000], mean observation: 0.128 [-0.997, 1.630], loss: 1.890627, mae: 5.264632, mean_q: 9.762406
 2836/5000: episode: 262, duration: 0.095s, episode steps: 13, steps per second: 138, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.538 [0.000, 1.000], mean observation: 0.090 [-1.004, 1.512], loss: 2.156796, mae: 5.314934, mean_q: 9.737278
 2850/5000: episode: 263, duration: 0.136s, episode steps: 14, steps per second: 103, episode reward: 14.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.571 [0.000, 1.000], mean observation: 0.097 [-0.791, 1.301], loss: 1.414793, mae: 5.446918, mean_q: 10.204863
 2878/5000: episode: 264, duration: 0.306s, episode steps: 28, steps per second: 91, episode reward: 28.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.091 [-0.993, 1.382], loss: 2.104254, mae: 5.355439, mean_q: 9.900563
 2892/5000: episode: 265, duration: 0.095s, episode steps: 14, steps per second: 147, episode reward: 14.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.099 [-0.835, 1.299], loss: 1.843703, mae: 5.332697, mean_q: 9.847742
 2909/5000: episode: 266, duration: 0.115s, episode steps: 17, steps per second: 147, episode reward: 17.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.471 [0.000, 1.000], mean observation: 0.100 [-0.972, 1.447], loss: 1.995465, mae: 5.322895, mean_q: 9.875191
 2947/5000: episode: 267, duration: 0.258s, episode steps: 38, steps per second: 147, episode reward: 38.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.062 [-0.795, 1.103], loss: 1.573581, mae: 5.359415, mean_q: 9.987374
 2963/5000: episode: 268, duration: 0.148s, episode steps: 16, steps per second: 108, episode reward: 16.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.092 [-0.788, 1.180], loss: 2.109334, mae: 5.385089, mean_q: 9.925209
 2994/5000: episode: 269, duration: 0.218s, episode steps: 31, steps per second: 142, episode reward: 31.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.548 [0.000, 1.000], mean observation: 0.102 [-0.803, 1.180], loss: 1.736425, mae: 5.395387, mean_q: 10.020490
 3054/5000: episode: 270, duration: 0.399s, episode steps: 60, steps per second: 150, episode reward: 60.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.483 [0.000, 1.000], mean observation: 0.184 [-0.734, 2.283], loss: 1.998545, mae: 5.453781, mean_q: 10.054282
 3087/5000: episode: 271, duration: 0.226s, episode steps: 33, steps per second: 146, episode reward: 33.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.485 [0.000, 1.000], mean observation: -0.129 [-0.960, 0.579], loss: 1.697641, mae: 5.391362, mean_q: 9.999233
 3126/5000: episode: 272, duration: 0.288s, episode steps: 39, steps per second: 135, episode reward: 39.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.462 [0.000, 1.000], mean observation: -0.099 [-0.822, 0.605], loss: 1.435337, mae: 5.445566, mean_q: 10.208529
 3169/5000: episode: 273, duration: 0.294s, episode steps: 43, steps per second: 146, episode reward: 43.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.465 [0.000, 1.000], mean observation: -0.114 [-0.870, 0.548], loss: 1.693273, mae: 5.406854, mean_q: 10.047839
 3196/5000: episode: 274, duration: 0.274s, episode steps: 27, steps per second: 98, episode reward: 27.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.444 [0.000, 1.000], mean observation: -0.119 [-0.705, 0.365], loss: 2.136503, mae: 5.480899, mean_q: 10.162313
 3232/5000: episode: 275, duration: 0.301s, episode steps: 36, steps per second: 120, episode reward: 36.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.528 [0.000, 1.000], mean observation: 0.113 [-0.796, 0.744], loss: 1.487263, mae: 5.450082, mean_q: 10.172693
 3268/5000: episode: 276, duration: 0.291s, episode steps: 36, steps per second: 124, episode reward: 36.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.528 [0.000, 1.000], mean observation: 0.096 [-0.235, 0.705], loss: 1.620061, mae: 5.497997, mean_q: 10.253048
 3294/5000: episode: 277, duration: 0.256s, episode steps: 26, steps per second: 101, episode reward: 26.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.538 [0.000, 1.000], mean observation: 0.113 [-0.432, 0.748], loss: 1.494120, mae: 5.524955, mean_q: 10.337530
 3328/5000: episode: 278, duration: 0.284s, episode steps: 34, steps per second: 120, episode reward: 34.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.529 [0.000, 1.000], mean observation: 0.127 [-0.159, 0.607], loss: 1.505337, mae: 5.525793, mean_q: 10.320659
 3395/5000: episode: 279, duration: 0.544s, episode steps: 67, steps per second: 123, episode reward: 67.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.478 [0.000, 1.000], mean observation: -0.060 [-0.724, 0.705], loss: 1.818832, mae: 5.636702, mean_q: 10.467760
 3450/5000: episode: 280, duration: 0.384s, episode steps: 55, steps per second: 143, episode reward: 55.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.473 [0.000, 1.000], mean observation: -0.125 [-0.837, 0.479], loss: 1.422608, mae: 5.606716, mean_q: 10.472750
 3485/5000: episode: 281, duration: 0.255s, episode steps: 35, steps per second: 137, episode reward: 35.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.457 [0.000, 1.000], mean observation: -0.124 [-0.804, 0.248], loss: 1.607463, mae: 5.750816, mean_q: 10.769887
 3645/5000: episode: 282, duration: 1.100s, episode steps: 160, steps per second: 145, episode reward: 160.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.487 [0.000, 1.000], mean observation: -0.033 [-0.735, 0.531], loss: 1.780996, mae: 5.853346, mean_q: 10.922612
 3699/5000: episode: 283, duration: 0.324s, episode steps: 54, steps per second: 167, episode reward: 54.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.463 [0.000, 1.000], mean observation: -0.134 [-0.780, 0.342], loss: 1.817935, mae: 5.907372, mean_q: 10.976898
 3818/5000: episode: 284, duration: 0.769s, episode steps: 119, steps per second: 155, episode reward: 119.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.487 [0.000, 1.000], mean observation: -0.078 [-0.736, 0.534], loss: 1.854199, mae: 6.012404, mean_q: 11.216642
 3877/5000: episode: 285, duration: 0.411s, episode steps: 59, steps per second: 143, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.458 [0.000, 1.000], mean observation: -0.135 [-0.884, 0.492], loss: 1.812837, mae: 6.143807, mean_q: 11.498692
 3959/5000: episode: 286, duration: 0.672s, episode steps: 82, steps per second: 122, episode reward: 82.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.476 [0.000, 1.000], mean observation: -0.099 [-0.775, 0.482], loss: 1.775104, mae: 6.247323, mean_q: 11.721295
 4036/5000: episode: 287, duration: 0.685s, episode steps: 77, steps per second: 112, episode reward: 77.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.468 [0.000, 1.000], mean observation: -0.113 [-0.958, 0.543], loss: 1.986857, mae: 6.261961, mean_q: 11.665597
 4105/5000: episode: 288, duration: 0.549s, episode steps: 69, steps per second: 126, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.522 [0.000, 1.000], mean observation: 0.065 [-0.557, 0.641], loss: 1.629887, mae: 6.490444, mean_q: 12.227288
 4140/5000: episode: 289, duration: 0.309s, episode steps: 35, steps per second: 113, episode reward: 35.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.543 [0.000, 1.000], mean observation: 0.134 [-0.363, 0.847], loss: 2.371963, mae: 6.632807, mean_q: 12.366051
 4201/5000: episode: 290, duration: 0.464s, episode steps: 61, steps per second: 131, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.525 [0.000, 1.000], mean observation: 0.100 [-0.417, 0.677], loss: 1.988431, mae: 6.582776, mean_q: 12.301244
 4279/5000: episode: 291, duration: 0.563s, episode steps: 78, steps per second: 139, episode reward: 78.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.513 [0.000, 1.000], mean observation: 0.221 [-0.569, 1.497], loss: 2.294688, mae: 6.645879, mean_q: 12.356162
 4348/5000: episode: 292, duration: 0.476s, episode steps: 69, steps per second: 145, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.464 [0.000, 1.000], mean observation: -0.150 [-0.933, 0.267], loss: 2.159735, mae: 6.691597, mean_q: 12.496191
 4394/5000: episode: 293, duration: 0.297s, episode steps: 46, steps per second: 155, episode reward: 46.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.522 [0.000, 1.000], mean observation: 0.112 [-0.360, 0.790], loss: 1.958391, mae: 6.780542, mean_q: 12.699429
 4436/5000: episode: 294, duration: 0.350s, episode steps: 42, steps per second: 120, episode reward: 42.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.548 [0.000, 1.000], mean observation: 0.132 [-0.346, 0.792], loss: 2.098532, mae: 6.954820, mean_q: 13.007010
 4483/5000: episode: 295, duration: 0.348s, episode steps: 47, steps per second: 135, episode reward: 47.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.468 [0.000, 1.000], mean observation: -0.153 [-0.784, 0.205], loss: 2.057818, mae: 6.783680, mean_q: 12.666909
 4535/5000: episode: 296, duration: 0.374s, episode steps: 52, steps per second: 139, episode reward: 52.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.462 [0.000, 1.000], mean observation: -0.141 [-0.745, 0.190], loss: 2.136888, mae: 6.945175, mean_q: 13.013270
 4624/5000: episode: 297, duration: 0.623s, episode steps: 89, steps per second: 143, episode reward: 89.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.506 [0.000, 1.000], mean observation: 0.094 [-0.548, 0.833], loss: 2.087541, mae: 7.023202, mean_q: 13.179205
 4672/5000: episode: 298, duration: 0.392s, episode steps: 48, steps per second: 123, episode reward: 48.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.542 [0.000, 1.000], mean observation: 0.153 [-0.350, 0.957], loss: 2.370928, mae: 7.212307, mean_q: 13.517342
 4731/5000: episode: 299, duration: 0.448s, episode steps: 59, steps per second: 132, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.458 [0.000, 1.000], mean observation: -0.085 [-0.874, 0.424], loss: 1.988412, mae: 7.119732, mean_q: 13.399467
