Training for 5000 steps ...
    9/5000: episode: 1, duration: 0.257s, episode steps: 9, steps per second: 35, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.000 [1.000, 1.000], mean observation: -0.162 [-2.882, 1.749], loss: --, mae: --, mean_q: --
 2211/5000: episode: 203, duration: 0.095s, episode steps: 9, steps per second: 95, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.148 [-1.572, 2.495], loss: 3.295667, mae: 5.487943, mean_q: 10.052257
 2221/5000: episode: 204, duration: 0.082s, episode steps: 10, steps per second: 121, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.159 [-1.324, 2.184], loss: 2.393940, mae: 5.389387, mean_q: 9.932717
 2230/5000: episode: 205, duration: 0.082s, episode steps: 9, steps per second: 109, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.143 [-1.201, 1.969], loss: 3.524348, mae: 5.544696, mean_q: 10.040385
 2239/5000: episode: 206, duration: 0.076s, episode steps: 9, steps per second: 118, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.163 [-1.325, 2.246], loss: 2.078144, mae: 5.215163, mean_q: 9.648820
 2248/5000: episode: 207, duration: 0.089s, episode steps: 9, steps per second: 101, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.142 [-1.393, 2.240], loss: 3.264749, mae: 5.464277, mean_q: 9.880112
 2258/5000: episode: 208, duration: 0.083s, episode steps: 10, steps per second: 121, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.130 [-1.375, 2.138], loss: 2.652697, mae: 5.472449, mean_q: 9.975502
 2270/5000: episode: 209, duration: 0.087s, episode steps: 12, steps per second: 138, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.250 [0.000, 1.000], mean observation: 0.136 [-1.327, 2.181], loss: 1.969983, mae: 5.359098, mean_q: 9.907882
 2282/5000: episode: 210, duration: 0.087s, episode steps: 12, steps per second: 137, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.167 [0.000, 1.000], mean observation: 0.100 [-1.617, 2.580], loss: 3.048729, mae: 5.480289, mean_q: 10.069305
 2292/5000: episode: 211, duration: 0.100s, episode steps: 10, steps per second: 100, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.132 [-1.600, 2.398], loss: 2.606773, mae: 5.248321, mean_q: 9.680048
 2301/5000: episode: 212, duration: 0.093s, episode steps: 9, steps per second: 97, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.134 [-1.416, 2.309], loss: 2.443186, mae: 5.429953, mean_q: 9.992621
 2311/5000: episode: 213, duration: 0.079s, episode steps: 10, steps per second: 126, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.160 [-1.726, 2.741], loss: 1.868705, mae: 5.410258, mean_q: 10.125357
 2320/5000: episode: 214, duration: 0.116s, episode steps: 9, steps per second: 77, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.163 [-1.748, 2.843], loss: 2.037741, mae: 5.444666, mean_q: 10.131577
 2330/5000: episode: 215, duration: 0.079s, episode steps: 10, steps per second: 127, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.145 [-1.536, 2.510], loss: 1.357181, mae: 5.317358, mean_q: 10.035008
 2340/5000: episode: 216, duration: 0.117s, episode steps: 10, steps per second: 85, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.153 [-1.570, 2.629], loss: 2.056042, mae: 5.407241, mean_q: 10.158536
 2349/5000: episode: 217, duration: 0.080s, episode steps: 9, steps per second: 112, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.134 [-1.781, 2.769], loss: 2.450712, mae: 5.634359, mean_q: 10.545687
 2361/5000: episode: 218, duration: 0.171s, episode steps: 12, steps per second: 70, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.167 [0.000, 1.000], mean observation: 0.100 [-1.609, 2.449], loss: 2.336240, mae: 5.620908, mean_q: 10.510999
 2371/5000: episode: 219, duration: 0.142s, episode steps: 10, steps per second: 71, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.127 [-1.741, 2.659], loss: 2.134413, mae: 5.537650, mean_q: 10.381287
 2381/5000: episode: 220, duration: 0.076s, episode steps: 10, steps per second: 131, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.146 [-1.753, 2.735], loss: 1.652721, mae: 5.393343, mean_q: 10.129574
 2390/5000: episode: 221, duration: 0.069s, episode steps: 9, steps per second: 130, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.141 [-1.605, 2.502], loss: 1.884866, mae: 5.507360, mean_q: 10.379214
 2400/5000: episode: 222, duration: 0.078s, episode steps: 10, steps per second: 129, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.129 [-1.385, 2.211], loss: 1.886292, mae: 5.428505, mean_q: 10.238305
 2409/5000: episode: 223, duration: 0.074s, episode steps: 9, steps per second: 122, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.155 [-1.718, 2.771], loss: 1.620930, mae: 5.455904, mean_q: 10.366716
 2418/5000: episode: 224, duration: 0.073s, episode steps: 9, steps per second: 123, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.121 [-1.586, 2.444], loss: 1.660746, mae: 5.469264, mean_q: 10.417439
 2432/5000: episode: 225, duration: 0.102s, episode steps: 14, steps per second: 137, episode reward: 14.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.214 [0.000, 1.000], mean observation: 0.104 [-1.710, 2.712], loss: 2.375889, mae: 5.526568, mean_q: 10.394990
 2440/5000: episode: 226, duration: 0.068s, episode steps: 8, steps per second: 118, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.125 [0.000, 1.000], mean observation: 0.154 [-1.372, 2.223], loss: 0.903180, mae: 5.481197, mean_q: 10.532054
 2452/5000: episode: 227, duration: 0.088s, episode steps: 12, steps per second: 136, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.167 [0.000, 1.000], mean observation: 0.107 [-1.728, 2.639], loss: 1.960419, mae: 5.656009, mean_q: 10.654590
 2462/5000: episode: 228, duration: 0.124s, episode steps: 10, steps per second: 80, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.142 [-1.773, 2.713], loss: 2.629445, mae: 5.665139, mean_q: 10.529315
 2472/5000: episode: 229, duration: 0.081s, episode steps: 10, steps per second: 124, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.149 [-1.738, 2.716], loss: 2.102801, mae: 5.469882, mean_q: 10.290496
 2487/5000: episode: 230, duration: 0.160s, episode steps: 15, steps per second: 94, episode reward: 15.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.267 [0.000, 1.000], mean observation: 0.068 [-1.411, 2.222], loss: 2.371796, mae: 5.611589, mean_q: 10.469349
 2502/5000: episode: 231, duration: 0.105s, episode steps: 15, steps per second: 143, episode reward: 15.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.075 [-1.806, 2.681], loss: 3.220839, mae: 5.768362, mean_q: 10.650168
 2510/5000: episode: 232, duration: 0.067s, episode steps: 8, steps per second: 119, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.167 [-1.537, 2.553], loss: 1.952215, mae: 5.509935, mean_q: 10.324883
 2523/5000: episode: 233, duration: 0.104s, episode steps: 13, steps per second: 125, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.154 [0.000, 1.000], mean observation: 0.084 [-1.800, 2.719], loss: 3.221525, mae: 5.765521, mean_q: 10.620461
 2532/5000: episode: 234, duration: 0.119s, episode steps: 9, steps per second: 76, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.166 [-1.771, 2.890], loss: 2.951054, mae: 5.700300, mean_q: 10.422834
 2542/5000: episode: 235, duration: 0.075s, episode steps: 10, steps per second: 133, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.148 [-1.741, 2.717], loss: 3.352693, mae: 5.684773, mean_q: 10.256456
 2551/5000: episode: 236, duration: 0.076s, episode steps: 9, steps per second: 119, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.145 [-1.615, 2.499], loss: 1.672804, mae: 5.582770, mean_q: 10.346442
 2560/5000: episode: 237, duration: 0.073s, episode steps: 9, steps per second: 124, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.162 [-1.539, 2.506], loss: 1.829656, mae: 5.728005, mean_q: 10.699245
 2568/5000: episode: 238, duration: 0.066s, episode steps: 8, steps per second: 121, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.125 [0.000, 1.000], mean observation: 0.129 [-1.415, 2.222], loss: 1.848089, mae: 5.487834, mean_q: 10.263300
 2577/5000: episode: 239, duration: 0.072s, episode steps: 9, steps per second: 125, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.129 [-1.596, 2.430], loss: 1.406950, mae: 5.487480, mean_q: 10.349284
 2589/5000: episode: 240, duration: 0.111s, episode steps: 12, steps per second: 108, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.250 [0.000, 1.000], mean observation: 0.114 [-1.558, 2.351], loss: 1.442877, mae: 5.541183, mean_q: 10.545211
 2599/5000: episode: 241, duration: 0.076s, episode steps: 10, steps per second: 131, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.145 [-1.765, 2.718], loss: 2.043098, mae: 5.511847, mean_q: 10.367666
 2609/5000: episode: 242, duration: 0.104s, episode steps: 10, steps per second: 97, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.110 [-1.610, 2.384], loss: 2.848136, mae: 5.627263, mean_q: 10.388089
 2619/5000: episode: 243, duration: 0.109s, episode steps: 10, steps per second: 92, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.166 [-1.718, 2.747], loss: 2.138874, mae: 5.583807, mean_q: 10.401168
 2633/5000: episode: 244, duration: 0.118s, episode steps: 14, steps per second: 119, episode reward: 14.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.214 [0.000, 1.000], mean observation: 0.076 [-1.607, 2.565], loss: 2.370912, mae: 5.682052, mean_q: 10.514524
 2642/5000: episode: 245, duration: 0.085s, episode steps: 9, steps per second: 105, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.140 [-1.812, 2.805], loss: 1.893357, mae: 5.541641, mean_q: 10.394463
 2651/5000: episode: 246, duration: 0.078s, episode steps: 9, steps per second: 115, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.151 [-1.802, 2.860], loss: 2.213591, mae: 5.504269, mean_q: 10.158422
 2662/5000: episode: 247, duration: 0.090s, episode steps: 11, steps per second: 123, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.182 [0.000, 1.000], mean observation: 0.112 [-1.350, 2.222], loss: 1.864409, mae: 5.331415, mean_q: 9.918646
 2670/5000: episode: 248, duration: 0.067s, episode steps: 8, steps per second: 120, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.136 [-1.608, 2.523], loss: 1.880924, mae: 5.409796, mean_q: 10.120658
 2680/5000: episode: 249, duration: 0.097s, episode steps: 10, steps per second: 103, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.102 [-1.794, 2.649], loss: 2.633463, mae: 5.626444, mean_q: 10.403429
 2692/5000: episode: 250, duration: 0.091s, episode steps: 12, steps per second: 132, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.167 [0.000, 1.000], mean observation: 0.117 [-1.544, 2.459], loss: 1.647643, mae: 5.421382, mean_q: 10.148308
 2700/5000: episode: 251, duration: 0.077s, episode steps: 8, steps per second: 105, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.162 [-1.557, 2.562], loss: 1.442813, mae: 5.507854, mean_q: 10.481379
 2710/5000: episode: 252, duration: 0.120s, episode steps: 10, steps per second: 83, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.123 [-1.763, 2.684], loss: 2.029894, mae: 5.486893, mean_q: 10.344010
 2719/5000: episode: 253, duration: 0.082s, episode steps: 9, steps per second: 110, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.182 [-1.715, 2.869], loss: 3.091168, mae: 5.535779, mean_q: 10.157930
 2727/5000: episode: 254, duration: 0.064s, episode steps: 8, steps per second: 126, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.154 [-1.574, 2.565], loss: 1.335958, mae: 5.560977, mean_q: 10.561817
 2736/5000: episode: 255, duration: 0.073s, episode steps: 9, steps per second: 124, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.134 [-1.531, 2.453], loss: 1.725405, mae: 5.575242, mean_q: 10.448746
 2746/5000: episode: 256, duration: 0.114s, episode steps: 10, steps per second: 88, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.137 [-1.535, 2.512], loss: 1.546775, mae: 5.489142, mean_q: 10.326099
 2754/5000: episode: 257, duration: 0.070s, episode steps: 8, steps per second: 114, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.163 [-1.532, 2.587], loss: 1.679109, mae: 5.482553, mean_q: 10.375505
 2763/5000: episode: 258, duration: 0.157s, episode steps: 9, steps per second: 57, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.151 [-1.743, 2.825], loss: 1.293857, mae: 5.480266, mean_q: 10.382470
 2772/5000: episode: 259, duration: 0.076s, episode steps: 9, steps per second: 119, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.143 [-1.770, 2.783], loss: 1.503981, mae: 5.336386, mean_q: 10.049158
 2783/5000: episode: 260, duration: 0.099s, episode steps: 11, steps per second: 111, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.182 [0.000, 1.000], mean observation: 0.127 [-1.582, 2.484], loss: 1.317330, mae: 5.219931, mean_q: 9.961834
 2791/5000: episode: 261, duration: 0.069s, episode steps: 8, steps per second: 116, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.150 [-1.583, 2.555], loss: 1.979645, mae: 5.428986, mean_q: 10.161282
 2802/5000: episode: 262, duration: 0.107s, episode steps: 11, steps per second: 103, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.182 [0.000, 1.000], mean observation: 0.103 [-1.401, 2.275], loss: 1.622866, mae: 5.416134, mean_q: 10.178498
 2810/5000: episode: 263, duration: 0.116s, episode steps: 8, steps per second: 69, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.125 [0.000, 1.000], mean observation: 0.131 [-1.377, 2.216], loss: 1.284927, mae: 5.484386, mean_q: 10.391520
 2822/5000: episode: 264, duration: 0.096s, episode steps: 12, steps per second: 125, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.250 [0.000, 1.000], mean observation: 0.101 [-1.388, 2.107], loss: 1.383366, mae: 5.504637, mean_q: 10.403531
 2831/5000: episode: 265, duration: 0.113s, episode steps: 9, steps per second: 80, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.141 [-1.420, 2.180], loss: 1.253054, mae: 5.422533, mean_q: 10.265828
 2843/5000: episode: 266, duration: 0.146s, episode steps: 12, steps per second: 82, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.109 [-1.364, 2.090], loss: 1.341205, mae: 5.412982, mean_q: 10.245809
 2866/5000: episode: 267, duration: 0.236s, episode steps: 23, steps per second: 97, episode reward: 23.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.522 [0.000, 1.000], mean observation: 0.077 [-1.185, 1.699], loss: 1.940742, mae: 5.464263, mean_q: 10.173361
 2888/5000: episode: 268, duration: 0.196s, episode steps: 22, steps per second: 112, episode reward: 22.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.091 [-0.592, 0.967], loss: 1.691410, mae: 5.401613, mean_q: 10.053794
 2913/5000: episode: 269, duration: 0.210s, episode steps: 25, steps per second: 119, episode reward: 25.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.480 [0.000, 1.000], mean observation: 0.090 [-0.998, 1.462], loss: 1.213819, mae: 5.385776, mean_q: 10.123385
 2922/5000: episode: 270, duration: 0.091s, episode steps: 9, steps per second: 99, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.133 [-1.175, 1.866], loss: 1.451956, mae: 5.180333, mean_q: 9.642792
 2955/5000: episode: 271, duration: 0.229s, episode steps: 33, steps per second: 144, episode reward: 33.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.515 [0.000, 1.000], mean observation: 0.107 [-0.981, 1.480], loss: 1.646021, mae: 5.484690, mean_q: 10.207603
 2996/5000: episode: 272, duration: 0.340s, episode steps: 41, steps per second: 120, episode reward: 41.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.463 [0.000, 1.000], mean observation: 0.088 [-0.982, 2.111], loss: 1.204750, mae: 5.279868, mean_q: 9.894033
 3061/5000: episode: 273, duration: 0.503s, episode steps: 65, steps per second: 129, episode reward: 65.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.477 [0.000, 1.000], mean observation: -0.066 [-0.815, 1.116], loss: 1.256501, mae: 5.346012, mean_q: 10.007991
 3088/5000: episode: 274, duration: 0.243s, episode steps: 27, steps per second: 111, episode reward: 27.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.481 [0.000, 1.000], mean observation: -0.109 [-1.205, 0.389], loss: 1.376859, mae: 5.458794, mean_q: 10.250263
 3147/5000: episode: 275, duration: 0.414s, episode steps: 59, steps per second: 143, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.475 [0.000, 1.000], mean observation: 0.083 [-0.775, 1.702], loss: 1.098137, mae: 5.367993, mean_q: 10.083515
 3201/5000: episode: 276, duration: 0.492s, episode steps: 54, steps per second: 110, episode reward: 54.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.481 [0.000, 1.000], mean observation: -0.085 [-0.671, 0.356], loss: 0.948056, mae: 5.359171, mean_q: 10.110484
 3255/5000: episode: 277, duration: 0.439s, episode steps: 54, steps per second: 123, episode reward: 54.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.095 [-0.645, 1.375], loss: 1.220655, mae: 5.527686, mean_q: 10.410711
 3323/5000: episode: 278, duration: 0.457s, episode steps: 68, steps per second: 149, episode reward: 68.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.485 [0.000, 1.000], mean observation: -0.083 [-0.741, 0.657], loss: 1.112384, mae: 5.521977, mean_q: 10.402017
 3370/5000: episode: 279, duration: 0.407s, episode steps: 47, steps per second: 116, episode reward: 47.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.489 [0.000, 1.000], mean observation: -0.064 [-1.049, 0.347], loss: 1.065433, mae: 5.606731, mean_q: 10.579367
 3407/5000: episode: 280, duration: 0.347s, episode steps: 37, steps per second: 107, episode reward: 37.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.459 [0.000, 1.000], mean observation: -0.106 [-0.967, 0.605], loss: 1.016559, mae: 5.627885, mean_q: 10.629164
 3438/5000: episode: 281, duration: 0.285s, episode steps: 31, steps per second: 109, episode reward: 31.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.452 [0.000, 1.000], mean observation: -0.122 [-0.611, 0.437], loss: 0.967474, mae: 5.623010, mean_q: 10.625995
 3476/5000: episode: 282, duration: 0.297s, episode steps: 38, steps per second: 128, episode reward: 38.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.474 [0.000, 1.000], mean observation: -0.099 [-0.653, 0.376], loss: 1.547685, mae: 5.773953, mean_q: 10.796556
 3513/5000: episode: 283, duration: 0.279s, episode steps: 37, steps per second: 133, episode reward: 37.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.459 [0.000, 1.000], mean observation: -0.108 [-0.867, 0.537], loss: 1.002052, mae: 5.646477, mean_q: 10.600961
 3570/5000: episode: 284, duration: 0.447s, episode steps: 57, steps per second: 128, episode reward: 57.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.474 [0.000, 1.000], mean observation: -0.124 [-0.751, 0.361], loss: 1.034287, mae: 5.810724, mean_q: 10.968868
 3619/5000: episode: 285, duration: 0.351s, episode steps: 49, steps per second: 140, episode reward: 49.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.469 [0.000, 1.000], mean observation: -0.121 [-0.786, 0.676], loss: 1.126139, mae: 5.831433, mean_q: 11.005651
 3678/5000: episode: 286, duration: 0.418s, episode steps: 59, steps per second: 141, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.492 [0.000, 1.000], mean observation: -0.061 [-0.992, 0.168], loss: 1.319991, mae: 5.795579, mean_q: 10.882938
 3721/5000: episode: 287, duration: 0.318s, episode steps: 43, steps per second: 135, episode reward: 43.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.465 [0.000, 1.000], mean observation: -0.117 [-0.588, 0.353], loss: 1.312408, mae: 5.928089, mean_q: 11.127195
 3781/5000: episode: 288, duration: 0.460s, episode steps: 60, steps per second: 130, episode reward: 60.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.517 [0.000, 1.000], mean observation: 0.087 [-0.406, 0.816], loss: 1.201864, mae: 5.924433, mean_q: 11.171557
 3893/5000: episode: 289, duration: 0.821s, episode steps: 112, steps per second: 136, episode reward: 112.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.482 [0.000, 1.000], mean observation: -0.033 [-0.734, 0.796], loss: 1.330389, mae: 6.042617, mean_q: 11.343272
 3942/5000: episode: 290, duration: 0.326s, episode steps: 49, steps per second: 150, episode reward: 49.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.469 [0.000, 1.000], mean observation: -0.103 [-0.612, 0.443], loss: 1.598102, mae: 6.168009, mean_q: 11.554864
 3971/5000: episode: 291, duration: 0.251s, episode steps: 29, steps per second: 116, episode reward: 29.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.517 [0.000, 1.000], mean observation: 0.120 [-0.350, 0.820], loss: 1.182599, mae: 6.212670, mean_q: 11.735913
 4032/5000: episode: 292, duration: 0.433s, episode steps: 61, steps per second: 141, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.475 [0.000, 1.000], mean observation: -0.128 [-0.854, 0.408], loss: 1.344088, mae: 6.315542, mean_q: 11.936125
 4079/5000: episode: 293, duration: 0.382s, episode steps: 47, steps per second: 123, episode reward: 47.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.468 [0.000, 1.000], mean observation: -0.101 [-0.921, 0.619], loss: 1.660889, mae: 6.283567, mean_q: 11.791765
 4121/5000: episode: 294, duration: 0.301s, episode steps: 42, steps per second: 139, episode reward: 42.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.452 [0.000, 1.000], mean observation: -0.100 [-0.746, 0.374], loss: 1.897194, mae: 6.405807, mean_q: 11.956447
 4176/5000: episode: 295, duration: 0.391s, episode steps: 55, steps per second: 141, episode reward: 55.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.473 [0.000, 1.000], mean observation: -0.142 [-0.685, 0.478], loss: 1.387882, mae: 6.406605, mean_q: 12.072013
 4218/5000: episode: 296, duration: 0.294s, episode steps: 42, steps per second: 143, episode reward: 42.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.476 [0.000, 1.000], mean observation: -0.093 [-1.077, 0.236], loss: 1.423934, mae: 6.498845, mean_q: 12.269928
 4314/5000: episode: 297, duration: 0.732s, episode steps: 96, steps per second: 131, episode reward: 96.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.024 [-0.985, 0.385], loss: 1.732018, mae: 6.656652, mean_q: 12.495972
 4381/5000: episode: 298, duration: 0.417s, episode steps: 67, steps per second: 161, episode reward: 67.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.478 [0.000, 1.000], mean observation: -0.113 [-0.935, 0.435], loss: 1.422118, mae: 6.653068, mean_q: 12.556179
 4432/5000: episode: 299, duration: 0.397s, episode steps: 51, steps per second: 128, episode reward: 51.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.529 [0.000, 1.000], mean observation: 0.101 [-0.479, 0.907], loss: 1.439511, mae: 6.664454, mean_q: 12.559703
 4517/5000: episode: 300, duration: 0.537s, episode steps: 85, steps per second: 158, episode reward: 85.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.506 [0.000, 1.000], mean observation: 0.106 [-0.356, 1.186], loss: 1.768207, mae: 6.846800, mean_q: 12.854452
